,dG,filepath
226,-5.865200000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1z95/1z95_pocket.pdb
227,-5.87884,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ajq/1ajq_pocket.pdb
228,-5.87884,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1rgk/1rgk_pocket.pdb
229,-5.87884,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2tpi/2tpi_pocket.pdb
230,-5.892480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/4rsk/4rsk_pocket.pdb
231,-5.9061200000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1olx/1olx_pocket.pdb
232,-5.91976,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1e3v/1e3v_pocket.pdb
233,-5.91976,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1z6s/1z6s_pocket.pdb
234,-5.9334,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ghv/1ghv_pocket.pdb
235,-5.9334,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1yfz/1yfz_pocket.pdb
236,-5.947040000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1dy4/1dy4_pocket.pdb
237,-5.947040000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1we2/1we2_pocket.pdb
238,-5.947040000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2ez7/2ez7_pocket.pdb
239,-5.9743200000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1bhf/1bhf_pocket.pdb
240,-5.98796,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2avq/2avq_pocket.pdb
241,-6.01524,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1no6/1no6_pocket.pdb
242,-6.01524,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1olu/1olu_pocket.pdb
243,-6.01524,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2csn/2csn_pocket.pdb
244,-6.04252,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1rgl/1rgl_pocket.pdb
245,-6.056160000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2amt/2amt_pocket.pdb
246,-6.08344,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1wvc/1wvc_pocket.pdb
247,-6.110720000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1jaq/1jaq_pocket.pdb
248,-6.110720000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1qan/1qan_pocket.pdb
249,-6.124360000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1hi4/1hi4_pocket.pdb
250,-6.124360000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1j14/1j14_pocket.pdb
251,-6.124360000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1o7o/1o7o_pocket.pdb
252,-6.15164,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gi7/1gi7_pocket.pdb
253,-6.16528,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ctt/1ctt_pocket.pdb
254,-6.16528,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gu1/1gu1_pocket.pdb
255,-6.16528,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1mrn/1mrn_pocket.pdb
256,-6.16528,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1z4n/1z4n_pocket.pdb
257,-6.16528,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1z4o/1z4o_pocket.pdb
258,-6.16528,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2a4m/2a4m_pocket.pdb
259,-6.19256,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1amw/1amw_pocket.pdb
260,-6.19256,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1b2h/1b2h_pocket.pdb
261,-6.19256,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1lyx/1lyx_pocket.pdb
262,-6.19256,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1oko/1oko_pocket.pdb
263,-6.19256,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1szd/1szd_pocket.pdb
264,-6.2062,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1utc/1utc_pocket.pdb
265,-6.233480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1w2g/1w2g_pocket.pdb
266,-6.26076,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1bma/1bma_pocket.pdb
267,-6.26076,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1fj4/1fj4_pocket.pdb
268,-6.26076,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1l2s/1l2s_pocket.pdb
269,-6.2744,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pa9/1pa9_pocket.pdb
270,-6.2744,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1tx7/1tx7_pocket.pdb
271,-6.2744,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1u33/1u33_pocket.pdb
272,-6.2744,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1upf/1upf_pocket.pdb
273,-6.2880400000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2bo4/2bo4_pocket.pdb
274,-6.30168,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1f4f/1f4f_pocket.pdb
275,-6.30168,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1joc/1joc_pocket.pdb
276,-6.30168,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ofz/1ofz_pocket.pdb
277,-6.30168,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2a5c/2a5c_pocket.pdb
278,-6.30168,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2f6t/2f6t_pocket.pdb
279,-6.356240000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1bzj/1bzj_pocket.pdb
280,-6.356240000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1h4w/1h4w_pocket.pdb
281,-6.356240000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1m1b/1m1b_pocket.pdb
282,-6.356240000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2ca8/2ca8_pocket.pdb
283,-6.38352,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1c5p/1c5p_pocket.pdb
284,-6.38352,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1xge/1xge_pocket.pdb
285,-6.410800000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1c5n/1c5n_pocket.pdb
286,-6.410800000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1c86/1c86_pocket.pdb
287,-6.410800000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2cex/2cex_pocket.pdb
288,-6.410800000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2dw7/2dw7_pocket.pdb
289,-6.410800000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/3kiv/3kiv_pocket.pdb
290,-6.424440000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v2t/1v2t_pocket.pdb
291,-6.451720000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v2o/1v2o_pocket.pdb
292,-6.46536,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ce5/1ce5_pocket.pdb
293,-6.46536,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1sv3/1sv3_pocket.pdb
294,-6.46536,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1w4p/1w4p_pocket.pdb
295,-6.492640000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1q8t/1q8t_pocket.pdb
296,-6.50628,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1str/1str_pocket.pdb
297,-6.50628,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2afw/2afw_pocket.pdb
298,-6.50628,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2b4l/2b4l_pocket.pdb
299,-6.50628,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2dua/2dua_pocket.pdb
300,-6.5335600000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1oss/1oss_pocket.pdb
301,-6.5472,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ghz/1ghz_pocket.pdb
302,-6.574480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1aid/1aid_pocket.pdb
303,-6.574480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1dud/1dud_pocket.pdb
304,-6.574480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v1j/1v1j_pocket.pdb
305,-6.574480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1xff/1xff_pocket.pdb
306,-6.574480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1y3p/1y3p_pocket.pdb
307,-6.574480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2gl0/2gl0_pocket.pdb
308,-6.574480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2gzl/2gzl_pocket.pdb
309,-6.574480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2ypi/2ypi_pocket.pdb
310,-6.6154,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1c83/1c83_pocket.pdb
311,-6.6154,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ecv/1ecv_pocket.pdb
312,-6.6154,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1n51/1n51_pocket.pdb
313,-6.6154,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1qji/1qji_pocket.pdb
314,-6.6154,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1vkj/1vkj_pocket.pdb
315,-6.6154,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1xgi/1xgi_pocket.pdb
316,-6.6154,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2qwd/2qwd_pocket.pdb
317,-6.629040000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2brb/2brb_pocket.pdb
318,-6.66996,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1p1q/1p1q_pocket.pdb
319,-6.66996,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2aoc/2aoc_pocket.pdb
320,-6.66996,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2j77/2j77_pocket.pdb
321,-6.71088,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1bzc/1bzc_pocket.pdb
322,-6.71088,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1e1v/1e1v_pocket.pdb
323,-6.71088,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1h1p/1h1p_pocket.pdb
324,-6.71088,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1jqy/1jqy_pocket.pdb
325,-6.71088,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1y2f/1y2f_pocket.pdb
326,-6.738160000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1e2k/1e2k_pocket.pdb
327,-6.738160000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2gss/2gss_pocket.pdb
328,-6.738160000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/4ts1/4ts1_pocket.pdb
329,-6.751800000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1jn4/1jn4_pocket.pdb
330,-6.765440000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1cea/1cea_pocket.pdb
331,-6.765440000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1elr/1elr_pocket.pdb
332,-6.765440000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1tsy/1tsy_pocket.pdb
333,-6.765440000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1uz8/1uz8_pocket.pdb
334,-6.82,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1byk/1byk_pocket.pdb
335,-6.82,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1c84/1c84_pocket.pdb
336,-6.82,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1f8a/1f8a_pocket.pdb
337,-6.82,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1hlk/1hlk_pocket.pdb
338,-6.82,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1nc3/1nc3_pocket.pdb
339,-6.82,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1oai/1oai_pocket.pdb
340,-6.82,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1sts/1sts_pocket.pdb
341,-6.82,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1yid/1yid_pocket.pdb
342,-6.83364,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ppi/1ppi_pocket.pdb
343,-6.84728,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2d0k/2d0k_pocket.pdb
344,-6.874560000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1mfa/1mfa_pocket.pdb
345,-6.8882,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1fkw/1fkw_pocket.pdb
346,-6.8882,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gi8/1gi8_pocket.pdb
347,-6.8882,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1qxk/1qxk_pocket.pdb
348,-6.9154800000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2c3l/2c3l_pocket.pdb
349,-6.942760000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1m48/1m48_pocket.pdb
350,-6.942760000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1nw7/1nw7_pocket.pdb
351,-6.9564,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ez9/1ez9_pocket.pdb
352,-6.9564,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1kmy/1kmy_pocket.pdb
353,-6.9564,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1m6p/1m6p_pocket.pdb
354,-6.9564,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1o0o/1o0o_pocket.pdb
355,-6.9564,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1od8/1od8_pocket.pdb
356,-6.9564,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1onz/1onz_pocket.pdb
357,-6.9564,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1v0k/1v0k_pocket.pdb
358,-6.9564,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1w7g/1w7g_pocket.pdb
359,-6.9564,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2h5a/2h5a_pocket.pdb
360,-6.970040000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1k4h/1k4h_pocket.pdb
361,-6.970040000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2h6q/2h6q_pocket.pdb
362,-6.9836800000000006,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1qaw/1qaw_pocket.pdb
363,-6.9836800000000006,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1uv6/1uv6_pocket.pdb
364,-6.99732,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gcz/1gcz_pocket.pdb
365,-7.01096,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2br1/2br1_pocket.pdb
366,-7.024600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1jcx/1jcx_pocket.pdb
367,-7.024600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1o0m/1o0m_pocket.pdb
368,-7.024600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pb8/1pb8_pocket.pdb
369,-7.024600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1s38/1s38_pocket.pdb
370,-7.024600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1thz/1thz_pocket.pdb
371,-7.024600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2afx/2afx_pocket.pdb
372,-7.038240000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1jqd/1jqd_pocket.pdb
373,-7.051880000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2f5t/2f5t_pocket.pdb
374,-7.079160000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ocq/1ocq_pocket.pdb
375,-7.079160000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ogg/1ogg_pocket.pdb
376,-7.079160000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1rnt/1rnt_pocket.pdb
377,-7.0928,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1kll/1kll_pocket.pdb
378,-7.10644,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1nw5/1nw5_pocket.pdb
379,-7.120080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1bq4/1bq4_pocket.pdb
380,-7.120080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gi9/1gi9_pocket.pdb
381,-7.120080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gjd/1gjd_pocket.pdb
382,-7.120080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1h1h/1h1h_pocket.pdb
383,-7.120080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1j17/1j17_pocket.pdb
384,-7.120080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ucn/1ucn_pocket.pdb
385,-7.120080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1w4o/1w4o_pocket.pdb
386,-7.120080000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2hxm/2hxm_pocket.pdb
387,-7.133720000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1b4z/1b4z_pocket.pdb
388,-7.133720000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ndw/1ndw_pocket.pdb
389,-7.147360000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1fh7/1fh7_pocket.pdb
390,-7.147360000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1q8w/1q8w_pocket.pdb
391,-7.1610000000000005,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2bfr/2bfr_pocket.pdb
392,-7.17464,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1w4q/1w4q_pocket.pdb
393,-7.18828,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1qca/1qca_pocket.pdb
394,-7.201920000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1b46/1b46_pocket.pdb
395,-7.201920000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1f5l/1f5l_pocket.pdb
396,-7.215560000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1c88/1c88_pocket.pdb
397,-7.2292,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1a69/1a69_pocket.pdb
398,-7.2292,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1h6h/1h6h_pocket.pdb
399,-7.2292,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1o0f/1o0f_pocket.pdb
400,-7.2292,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pr1/1pr1_pocket.pdb
401,-7.2292,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1srg/1srg_pocket.pdb
402,-7.2292,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1vyq/1vyq_pocket.pdb
403,-7.2292,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1xbb/1xbb_pocket.pdb
404,-7.24284,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1hk4/1hk4_pocket.pdb
405,-7.24284,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1mfd/1mfd_pocket.pdb
406,-7.256480000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1y20/1y20_pocket.pdb
407,-7.27012,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2c80/2c80_pocket.pdb
408,-7.28376,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1zgi/1zgi_pocket.pdb
409,-7.2974,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2fxv/2fxv_pocket.pdb
410,-7.311040000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1adl/1adl_pocket.pdb
411,-7.311040000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1w6y/1w6y_pocket.pdb
412,-7.324680000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gpk/1gpk_pocket.pdb
413,-7.324680000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1sgu/1sgu_pocket.pdb
414,-7.33832,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1g3e/1g3e_pocket.pdb
415,-7.35196,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1qbv/1qbv_pocket.pdb
416,-7.35196,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2h6b/2h6b_pocket.pdb
417,-7.365600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1bp0/1bp0_pocket.pdb
418,-7.365600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1m7i/1m7i_pocket.pdb
419,-7.365600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1mmr/1mmr_pocket.pdb
420,-7.365600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pz5/1pz5_pocket.pdb
421,-7.365600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1r9l/1r9l_pocket.pdb
422,-7.365600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1trd/1trd_pocket.pdb
423,-7.365600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2c1p/2c1p_pocket.pdb
424,-7.365600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2f35/2f35_pocket.pdb
425,-7.365600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2i80/2i80_pocket.pdb
426,-7.365600000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/3pch/3pch_pocket.pdb
427,-7.379240000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2j47/2j47_pocket.pdb
428,-7.392880000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1abf/1abf_pocket.pdb
429,-7.392880000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gja/1gja_pocket.pdb
430,-7.392880000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1h9z/1h9z_pocket.pdb
431,-7.392880000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1p28/1p28_pocket.pdb
432,-7.420160000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1h0a/1h0a_pocket.pdb
433,-7.420160000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1syi/1syi_pocket.pdb
434,-7.433800000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2iko/2iko_pocket.pdb
435,-7.44744,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1b4h/1b4h_pocket.pdb
436,-7.44744,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1q65/1q65_pocket.pdb
437,-7.46108,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1g7f/1g7f_pocket.pdb
438,-7.46108,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1gi1/1gi1_pocket.pdb
439,-7.46108,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1o2s/1o2s_pocket.pdb
440,-7.46108,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2hf8/2hf8_pocket.pdb
441,-7.474720000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1g85/1g85_pocket.pdb
442,-7.474720000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2cbv/2cbv_pocket.pdb
443,-7.488360000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pot/1pot_pocket.pdb
444,-7.488360000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1pyn/1pyn_pocket.pdb
445,-7.488360000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1tys/1tys_pocket.pdb
446,-7.488360000000001,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/2h4k/2h4k_pocket.pdb
447,-7.52928,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1a8i/1a8i_pocket.pdb
448,-7.52928,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1kc7/1kc7_pocket.pdb
449,-7.52928,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1lox/1lox_pocket.pdb
450,-7.52928,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1oe8/1oe8_pocket.pdb
451,-7.52928,/net/galaxy/home/koes/alutsky/Downstream/BindingAffinity/v2007/1ydr/1ydr_pocket.pdb
